LocalDate,LocalTime,TotalCarriagewayFlow
2016-06-30,22:29:00,278
2016-06-30,22:44:00,258
2016-06-30,22:59:00,235
2016-06-30,23:14:00,197
2016-06-30,23:29:00,197
2016-06-30,23:44:00,171
2016-06-30,23:59:00,197
2016-07-01,00:14:00,147
2016-07-01,00:29:00,143
2016-07-01,00:44:00,148
2016-07-01,00:59:00,147
2016-07-01,01:14:00,186
2016-07-01,01:29:00,160
2016-07-01,01:44:00,68
2016-07-01,01:59:00,54
2016-07-01,02:14:00,71
2016-07-01,02:29:00,84
2016-07-01,02:44:00,71
2016-07-01,02:59:00,84
2016-07-01,03:14:00,102
2016-07-01,03:29:00,71
2016-07-01,03:44:00,96
2016-07-01,03:59:00,112
2016-07-01,04:14:00,137
2016-07-01,04:29:00,146
2016-07-01,04:44:00,141
2016-07-01,04:59:00,177
2016-07-01,05:14:00,224
2016-07-01,05:29:00,302
2016-07-01,05:44:00,421
2016-07-01,05:59:00,510
2016-07-01,06:14:00,556
2016-07-01,06:29:00,571
2016-07-01,06:44:00,582
2016-07-01,06:59:00,551
2016-07-01,07:14:00,575
2016-07-01,07:29:00,606
2016-07-01,07:44:00,589
2016-07-01,07:59:00,566
2016-07-01,08:14:00,549
2016-07-01,08:29:00,516
2016-07-01,08:44:00,522
2016-07-01,08:59:00,510
2016-07-01,09:14:00,516
2016-07-01,09:29:00,488
2016-07-01,09:44:00,407
2016-07-01,09:59:00,399
2016-07-01,10:14:00,394
2016-07-01,10:29:00,353
2016-07-01,10:44:00,396
2016-07-01,10:59:00,420
2016-07-01,11:14:00,430
2016-07-01,11:29:00,403
2016-07-01,11:44:00,382
2016-07-01,11:59:00,361
2016-07-01,12:14:00,457
2016-07-01,12:29:00,401
2016-07-01,12:44:00,469
2016-07-01,12:59:00,441
2016-07-01,13:14:00,472
2016-07-01,13:29:00,494
2016-07-01,13:44:00,423
2016-07-01,13:59:00,388
2016-07-01,14:14:00,513
2016-07-01,14:29:00,495
2016-07-01,14:44:00,501
2016-07-01,14:59:00,470
2016-07-01,15:14:00,488
2016-07-01,15:29:00,498
2016-07-01,15:44:00,584
2016-07-01,15:59:00,551
2016-07-01,16:14:00,682
2016-07-01,16:29:00,659
2016-07-01,16:44:00,616
2016-07-01,16:59:00,620
2016-07-01,17:14:00,692
2016-07-01,17:29:00,698
2016-07-01,17:44:00,602
2016-07-01,17:59:00,596
2016-07-01,18:14:00,561
2016-07-01,18:29:00,575
2016-07-01,18:44:00,549
2016-07-01,18:59:00,458
2016-07-01,19:14:00,451
2016-07-01,19:29:00,389
2016-07-01,19:44:00,411
2016-07-01,19:59:00,362
2016-07-01,20:14:00,418
2016-07-01,20:29:00,346
2016-07-01,20:44:00,324
2016-07-01,20:59:00,387
2016-07-01,21:14:00,304
2016-07-01,21:29:00,340
2016-07-01,21:44:00,330
2016-07-01,21:59:00,265
2016-07-01,22:14:00,270
2016-07-01,22:29:00,232
2016-07-01,22:44:00,227
2016-07-01,22:59:00,223
2016-07-01,23:14:00,216
2016-07-01,23:29:00,234
2016-07-01,23:44:00,182
2016-07-01,23:59:00,174
2016-07-02,00:14:00,187
2016-07-02,00:29:00,240
2016-07-02,00:44:00,224
2016-07-02,00:59:00,206
2016-07-02,01:14:00,107
2016-07-02,01:29:00,94
2016-07-02,01:44:00,85
2016-07-02,01:59:00,83
2016-07-02,02:14:00,128
2016-07-02,02:29:00,129
2016-07-02,02:44:00,68
2016-07-02,02:59:00,76
2016-07-02,03:14:00,89
2016-07-02,03:29:00,112
2016-07-02,03:44:00,102
2016-07-02,03:59:00,123
2016-07-02,04:14:00,116
2016-07-02,04:29:00,124
2016-07-02,04:44:00,118
2016-07-02,04:59:00,133
2016-07-02,05:14:00,153
2016-07-02,05:29:00,196
2016-07-02,05:44:00,243
2016-07-02,05:59:00,260
2016-07-02,06:14:00,290
2016-07-02,06:29:00,318
2016-07-02,06:44:00,374
2016-07-02,06:59:00,330
2016-07-02,07:14:00,376
2016-07-02,07:29:00,386
2016-07-02,07:44:00,351
2016-07-02,07:59:00,293
2016-07-02,08:14:00,347
2016-07-02,08:29:00,399
2016-07-02,08:44:00,460
2016-07-02,08:59:00,450
2016-07-02,09:14:00,451
2016-07-02,09:29:00,491
2016-07-02,09:44:00,407
2016-07-02,09:59:00,439
2016-07-02,10:14:00,430
2016-07-02,10:29:00,409
2016-07-02,10:44:00,434
2016-07-02,10:59:00,450
2016-07-02,11:14:00,432
2016-07-02,11:29:00,473
2016-07-02,11:44:00,462
2016-07-02,11:59:00,485
2016-07-02,12:14:00,417
2016-07-02,12:29:00,425
2016-07-02,12:44:00,457
2016-07-02,12:59:00,439
2016-07-02,13:14:00,449
2016-07-02,13:29:00,423
2016-07-02,13:44:00,499
2016-07-02,13:59:00,425
2016-07-02,14:14:00,435
2016-07-02,14:29:00,484
2016-07-02,14:44:00,494
2016-07-02,14:59:00,428
2016-07-02,15:14:00,430
2016-07-02,15:29:00,479
2016-07-02,15:44:00,458
2016-07-02,15:59:00,430
2016-07-02,16:14:00,399
2016-07-02,16:29:00,393
2016-07-02,16:44:00,356
2016-07-02,16:59:00,414
2016-07-02,17:14:00,423
2016-07-02,17:29:00,432
2016-07-02,17:44:00,388
2016-07-02,17:59:00,430
2016-07-02,18:14:00,356
2016-07-02,18:29:00,369
2016-07-02,18:44:00,368
2016-07-02,18:59:00,351
2016-07-02,19:14:00,314
2016-07-02,19:29:00,274
2016-07-02,19:44:00,293
2016-07-02,19:59:00,297
2016-07-02,20:14:00,311
2016-07-02,20:29:00,334
2016-07-02,20:44:00,321
2016-07-02,20:59:00,267
2016-07-02,21:14:00,223
2016-07-02,21:29:00,183
2016-07-02,21:44:00,183
2016-07-02,21:59:00,175
2016-07-02,22:14:00,224
2016-07-02,22:29:00,252
2016-07-02,22:44:00,227
2016-07-02,22:59:00,148
2016-07-02,23:14:00,174
2016-07-02,23:29:00,175
2016-07-02,23:44:00,171
2016-07-02,23:59:00,223
2016-07-03,00:14:00,228
2016-07-03,00:29:00,222
2016-07-03,00:44:00,236
2016-07-03,00:59:00,245
2016-07-03,01:14:00,179
2016-07-03,01:29:00,151
2016-07-03,01:44:00,170
2016-07-03,01:59:00,154
2016-07-03,02:14:00,151
2016-07-03,02:29:00,142
2016-07-03,02:44:00,89
2016-07-03,02:59:00,115
2016-07-03,03:14:00,103
2016-07-03,03:29:00,70
2016-07-03,03:44:00,87
2016-07-03,03:59:00,96
2016-07-03,04:14:00,105
2016-07-03,04:29:00,140
2016-07-03,04:44:00,142
2016-07-03,04:59:00,143
2016-07-03,05:14:00,172
2016-07-03,05:29:00,203
2016-07-03,05:44:00,184
2016-07-03,05:59:00,199
2016-07-03,06:14:00,226
2016-07-03,06:29:00,251
2016-07-03,06:44:00,308
2016-07-03,06:59:00,278
2016-07-03,07:14:00,296
2016-07-03,07:29:00,307
2016-07-03,07:44:00,310
2016-07-03,07:59:00,301
2016-07-03,08:14:00,316
2016-07-03,08:29:00,309
2016-07-03,08:44:00,325
2016-07-03,08:59:00,337
2016-07-03,09:14:00,344
2016-07-03,09:29:00,327
2016-07-03,09:44:00,352
2016-07-03,09:59:00,324
2016-07-03,10:14:00,374
2016-07-03,10:29:00,450
2016-07-03,10:44:00,449
2016-07-03,10:59:00,403
2016-07-03,11:14:00,397
2016-07-03,11:29:00,439
2016-07-03,11:44:00,495
2016-07-03,11:59:00,465
2016-07-03,12:14:00,503
2016-07-03,12:29:00,488
2016-07-03,12:44:00,471
2016-07-03,12:59:00,495
2016-07-03,13:14:00,519
2016-07-03,13:29:00,463
2016-07-03,13:44:00,466
2016-07-03,13:59:00,491
2016-07-03,14:14:00,492
2016-07-03,14:29:00,497
2016-07-03,14:44:00,463
2016-07-03,14:59:00,485
2016-07-03,15:14:00,464
2016-07-03,15:29:00,497
2016-07-03,15:44:00,448
2016-07-03,15:59:00,428
2016-07-03,16:14:00,438
2016-07-03,16:29:00,447
2016-07-03,16:44:00,519
2016-07-03,16:59:00,432
2016-07-03,17:14:00,437
2016-07-03,17:29:00,432
2016-07-03,17:44:00,467
2016-07-03,17:59:00,434
2016-07-03,18:14:00,435
2016-07-03,18:29:00,431
2016-07-03,18:44:00,435
2016-07-03,18:59:00,413
2016-07-03,19:14:00,419
2016-07-03,19:29:00,399
2016-07-03,19:44:00,432
2016-07-03,19:59:00,397
2016-07-03,20:14:00,409
2016-07-03,20:29:00,402
2016-07-03,20:44:00,392
2016-07-03,20:59:00,383
2016-07-03,21:14:00,366
2016-07-03,21:29:00,288
2016-07-03,21:44:00,269
2016-07-03,21:59:00,226
2016-07-03,22:14:00,261
2016-07-03,22:29:00,216
2016-07-03,22:44:00,260
2016-07-03,22:59:00,265
2016-07-03,23:14:00,217
2016-07-03,23:29:00,148
2016-07-03,23:44:00,186
2016-07-03,23:59:00,261
